ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,40,15000,494,Employed,High School,20,18570,48,Single,4,Mortgage,457,0.27397068459733687,1,0,0.23589292530255376,0,Auto,0,21,9,3941,3068,20375,31766,1250.0,0.9195821379893853,3,8897,0.26657,0.24561001243111338,611.1897902092996,0.8545518321674397,0,55.0
2018-01-02,39,55666,595,Employed,Associate,18,16939,48,Single,0,Mortgage,101,0.3278006317751446,3,2,0.4651127924234426,0,Debt Consolidation,0,24,11,1091,603,40086,8321,4638.833333333333,0.8396466365370434,5,31765,0.21443900000000002,0.2362766581502267,548.7615701960558,0.14007003992298117,0,56.0
2018-01-03,32,21502,570,Employed,High School,8,18087,60,Single,3,Own,794,0.22954264379591952,2,1,0.27880072436392983,0,Home,0,18,23,2276,8497,141084,5375,1791.8333333333333,0.7147001062958366,3,135709,0.238087,0.19046960000000002,469.65422623104706,0.7052297793122763,0,50.0
2018-01-04,44,34721,582,Employed,High School,26,32852,108,Married,2,Mortgage,610,0.3595345523832662,5,0,0.3855732931978705,0,Education,0,18,17,6446,1815,133921,14965,2893.4166666666665,0.68113185748225,4,118956,0.286852,0.33847538016258255,974.9749366440215,0.5477866201932047,0,51.0
2018-01-05,41,18147,609,Employed,Bachelor,19,29345,24,Widowed,3,Mortgage,293,0.23544411153327255,8,0,0.09964972915530777,0,Home,0,31,3,1979,845,272959,19477,1512.25,0.43267254525500104,5,253482,0.199845,0.21756384306201013,1518.8364201174422,1.1981064110546815,0,46.0
2018-01-06,29,47867,602,Employed,Bachelor,4,60021,108,Married,1,Other,622,0.3112473577679776,0,2,0.0603681946408555,0,Debt Consolidation,0,27,26,7469,1323,125890,17199,3988.9166666666665,0.7203369095447807,4,108691,0.304021,0.2669948777506063,1472.1526602988076,0.5249928327153508,0,44.0
2018-01-07,33,64281,457,Employed,Bachelor,13,24565,48,Married,0,Rent,349,0.2426070113792597,4,1,0.2009120639584893,0,Auto,0,19,16,2995,1643,151283,4526,5356.75,0.9198827839110486,2,146757,0.29106499999999996,0.26831872559587144,839.8035468339358,0.22192627000213483,0,48.0
2018-01-08,40,40004,635,Employed,Bachelor,18,22908,96,Married,1,Mortgage,314,0.5151142114720696,2,0,0.21869856422487807,0,Debt Consolidation,0,32,14,5326,104,133706,6809,3333.6666666666665,0.9565197743958139,3,126897,0.240408,0.23711071789103805,534.30559860377,0.2544662329578352,0,47.0
2018-01-09,25,72682,600,Employed,Bachelor,4,22004,108,Married,4,Mortgage,317,0.2993672257173913,3,1,0.16144655181529619,0,Auto,0,18,15,611,4841,10611,15244,6056.833333333333,0.4997295010430646,10,5958,0.267004,0.2573517150481574,524.9699423626425,0.13901157519539517,0,47.0
2018-01-10,28,52496,580,Employed,Bachelor,7,22589,60,Widowed,1,Mortgage,2132,0.5130292878515887,2,2,0.502410631358262,0,Other,0,27,9,1519,7947,97783,59048,4374.666666666667,0.5343911129047704,3,38735,0.237589,0.24416385199534704,655.310485176347,0.6371480840848095,0,60.0
